trial,word_number,text,fixprop
10.2,57,or,0.0
10.2,58,"celebration,",0.8
10.2,59,or,0.1
10.2,60,that,0.6
10.2,61,the,0.3
10.2,62,company,0.7
10.2,63,encourages,1.0
10.2,64,short,0.3
10.2,65,gaming,0.7
10.2,66,breaks,0.7
10.2,67,to,0.1
10.2,68,boost,0.6
10.2,69,creativity,0.8
10.2,70,and,0.2
10.2,71,productivity.,0.8
11.1,0,The,0.0
11.1,1,predominant,0.8
11.1,2,airplane,1.0
11.1,3,on,0.2
11.1,4,display,1.0
11.1,5,is,0.6
11.1,6,blue.,0.6
11.2,0,The,0.0
11.2,1,predominant,0.5
11.2,2,airplane,0.8
11.2,3,on,0.3
11.2,4,display,0.8
11.2,5,is,0.6
11.2,6,"blue,",0.4
11.2,7,with,0.7
11.2,8,additional,1.0
11.2,9,stripes,1.0
11.2,10,in,0.3
11.2,11,"red,",0.8
11.2,12,"white,",0.8
11.2,13,and,0.7
11.2,14,green.,0.5
12.1,0,The,0.2
12.1,1,man,0.6
12.1,2,is,0.4
12.1,3,performing,0.8
12.1,4,a,0.2
12.1,5,trick,1.0
12.1,6,on,0.2
12.1,7,his,0.8
12.1,8,"skateboard,",1.0
12.1,9,jumping,0.9
12.1,10,in,0.3
12.1,11,the,0.8
12.1,12,air,0.9
12.1,13,while,0.9
12.1,14,riding,0.8
12.1,15,it.,0.3
12.2,0,The,0.2
12.2,1,man,0.7
12.2,2,is,0.2
12.2,3,performing,0.9
12.2,4,a,0.1
12.2,5,skateboarding,0.9
12.2,6,trick,0.8
12.2,7,known,0.9
12.2,8,as,0.5
12.2,9,an,0.3
12.2,10,"""ollie.""",1.0
12.2,11,This,0.5
12.2,12,is,0.4
12.2,13,a,0.4
12.2,14,fundamental,1.0
12.2,15,skateboarding,1.0
12.2,16,trick,0.5
12.2,17,where,0.8
12.2,18,the,0.7
12.2,19,rider,0.7
12.2,20,and,0.7
12.2,21,board,0.7
12.2,22,leap,0.9
12.2,23,into,0.7
12.2,24,the,0.4
12.2,25,air,0.4
12.2,26,without,0.8
12.2,27,the,0.6
12.2,28,use,0.7
12.2,29,of,0.3
12.2,30,the,0.3
12.2,31,rider's,0.8
12.2,32,hands.,0.6
12.2,33,The,0.4
12.2,34,trick,0.5
12.2,35,is,0.3
12.2,36,executed,0.9
12.2,37,by,0.1
12.2,38,snapping,0.9
12.2,39,the,0.4
12.2,40,tail,0.8
12.2,41,of,0.5
12.2,42,the,0.2
12.2,43,skateboard,0.9
12.2,44,down,0.8
12.2,45,while,0.6
12.2,46,"jumping,",0.8
12.2,47,which,0.7
12.2,48,causes,0.7
12.2,49,the,0.5
12.2,50,board,0.8
12.2,51,to,0.0
12.2,52,pop,0.5
12.2,53,into,0.6
12.2,54,the,0.6
12.2,55,air.,0.4
12.2,56,It,0.7
12.2,57,appears,0.6
12.2,58,that,0.3
12.2,59,he,0.4
12.2,60,is,0.2
12.2,61,doing,0.7
12.2,62,this,0.4
12.2,63,on,0.2
12.2,64,a,0.4
12.2,65,city,0.3
12.2,66,street,0.7
12.2,67,with,0.6
12.2,68,buildings,0.7
12.2,69,and,0.4
12.2,70,clear,0.3
12.2,71,blue,0.5
12.2,72,skies,0.3
12.2,73,in,0.6
12.2,74,the,0.3
12.2,75,background.,0.8
13.1,0,The,0.1
13.1,1,bowl,0.4
13.1,2,in,0.3
13.1,3,the,0.8
13.1,4,image,1.0
13.1,5,is,0.4
13.1,6,small.,1.0
13.2,0,The,0.1
13.2,1,bowl,0.7
13.2,2,in,0.4
13.2,3,the,0.4
13.2,4,image,1.0
13.2,5,contains,1.0
13.2,6,miniature,1.0
13.2,7,"items,",0.9
13.2,8,as,0.2
13.2,9,indicated,0.9
13.2,10,by,0.3
13.2,11,the,0.4
13.2,12,comparison,0.9
13.2,13,with,0.4
13.2,14,the,0.6
13.2,15,penny.,0.6
13.2,16,To,0.3
13.2,17,provide,0.9
13.2,18,an,0.1
13.2,19,accurate,0.8
13.2,20,estimate,0.9
13.2,21,of,0.1
13.2,22,the,0.4
13.2,23,bowl's,1.0
13.2,24,"size,",0.4
13.2,25,|,0.1
13.2,26,would,0.7
13.2,27,need,0.6
13.2,28,to,0.5
13.2,29,know,0.7
13.2,30,the,0.3
13.2,31,dimensions,1.0
13.2,32,of,0.1
13.2,33,the,0.4
13.2,34,"coin,",0.8
13.2,35,which,0.7
13.2,36,appears,1.0
13.2,37,to,0.2
13.2,38,be,0.1
13.2,39,a,0.2
13.2,40,U.S.,0.9
13.2,41,penny.,0.9
13.2,42,U.S.,0.6
13.2,43,pennies,0.9
13.2,44,have,0.5
13.2,45,a,0.1
13.2,46,diameter,0.7
13.2,47,of,0.6
13.2,48,0.75,0.5
13.2,49,inches,0.8
13.2,50,(19.05,0.7
13.2,51,mm).,0.7
13.2,52,By,0.1
13.2,53,comparing,1.0
13.2,54,the,0.2
13.2,55,bow!,0.9
13.2,56,with,0.7
13.2,57,the,0.4
13.2,58,"penny,",0.8
13.2,59,we,0.4
13.2,60,can,0.8
13.2,61,visually,0.7
13.2,62,estimate,0.9
13.2,63,that,0.5
13.2,64,the,0.4
13.2,65,bowl,0.7
13.2,66,is,0.1
13.2,67,slightly,0.9
13.2,68,more,0.5
13.2,69,than,0.8
13.2,70,twice,0.8
13.2,71,the,0.5
13.2,72,diameter,0.9
13.2,73,of,0.1
13.2,74,the,0.5
13.2,75,"penny,",0.8
13.2,76,making,0.9
13.2,77,the,0.4
13.2,78,bowl,0.5
13.2,79,approximately,0.8
13.2,80,1.5,0.5
13.2,81,to,0.3
13.2,82,2,0.3
13.2,83,inches,0.7
13.2,84,in,0.3
13.2,85,diameter.,0.7
13.2,86,"However,",0.7
13.2,87,this,0.2
13.2,88,is,0.4
13.2,89,a,0.1
13.2,90,rough,0.8
13.2,91,"estimate,",0.7
13.2,92,and,0.3
13.2,93,the,0.2
13.2,94,actual,0.7
13.2,95,size,0.2
13.2,96,could,0.6
13.2,97,vary.,0.4
14.1,0,The,0.2
14.1,1,quote,0.8
14.1,2,"""Little",0.3
14.1,3,things,0.4
14.1,4,can,0.4
14.1,5,grow,0.3
14.1,6,"big""",0.4
14.1,7,is,0.1
14.1,8,significant,0.7
14.1,9,because,0.7
14.1,10,it,0.1
14.1,11,emphasizes,0.7
14.1,12,the,0.4
14.1,13,importance,0.7
14.1,14,of,0.3
14.1,15,paying,0.7
14.1,16,attention,0.9
14.1,17,to,0.3
14.1,18,small,0.8
14.1,19,details,0.9
14.1,20,and,0.3
14.1,21,considering,0.9
14.1,22,their,0.5
14.1,23,potential,0.9
14.1,24,impact.,0.8
14.1,25,It,0.1
14.1,26,suggests,0.9
14.1,27,that,0.5
14.1,28,seemingly,0.9
14.1,29,insignificant,0.9
14.1,30,occurrences,0.9
14.1,31,or,0.5
14.1,32,actions,0.9
14.1,33,can,0.3
14.1,34,have,0.4
14.1,35,a,0.5
14.1,36,significant,0.8
14.1,37,impact,0.8
14.1,38,on,0.2
14.1,39,the,0.4
14.1,40,bigger,0.8
14.1,41,"picture,",0.8
14.1,42,and,0.6
14.1,43,that,0.7
14.1,44,one,0.4
14.1,45,should,0.8
14.1,46,not,0.2
14.1,47,underestimate,0.8
14.1,48,the,0.2
14.1,49,power,0.7
14.1,50,of,0.4
14.1,51,small,0.6
14.1,52,things.,0.4
14.1,53,This,0.6
14.1,54,quote,0.8
14.1,55,can,0.3
14.1,56,be,0.4
14.1,57,applied,0.8
14.1,58,in,0.4
14.1,59,various,0.8
14.1,60,"contexts,",0.8
14.1,61,such,0.3
14.1,62,as,0.2
14.1,63,personal,0.8
14.1,64,"growth,",0.7
14.1,65,"business,",0.7
14.1,66,or,0.3
14.1,67,even,0.6
14.1,68,global,0.6
14.1,69,"issues,",0.6
14.1,70,as,0.2
14.1,71,it,0.3
14.1,72,reminds,0.8
14.1,73,us,0.3
14.1,74,to,0.4
14.1,75,be,0.3
14.1,76,mindful,0.8
14.1,77,of,0.3
14.1,78,our,0.4
14.1,79,actions,0.7
14.1,80,and,0.2
14.1,81,the,0.3
14.1,82,potential,0.8
14.1,83,consequences,0.5
14.1,84,they,0.6
14.1,85,may,0.2
14.1,86,have.,0.4
14.1,87,It,0.1
14.1,88,encourages,0.7
14.1,89,us,0.2
14.1,90,to,0.3
14.1,91,take,0.3
14.1,92,a,0.2
14.1,93,holistic,0.5
14.1,94,view,0.1
14.1,95,of,0.2
14.1,96,life,0.2
14.1,97,and,0.4
14.1,98,recognize,0.6
14.1,99,the,0.2
14.1,100,interconnectedness,0.6
14.1,101,of,0.2
14.1,102,all,0.2
14.1,103,"things,",0.3
14.1,104,even,0.5
14.1,105,if,0.2
14.1,106,they,0.3
14.1,107,appear,0.4
14.1,108,small,0.2
14.1,109,at,0.4
14.1,110,first,0.5
14.1,111,glance.,0.3
14.2,0,The,0.0
14.2,1,quote,0.6
14.2,2,"""Little",0.5
14.2,3,things,0.6
14.2,4,can,0.5
14.2,5,grow,0.5
14.2,6,"big""",0.3
14.2,7,is,0.0
14.2,8,significant,0.9
14.2,9,because,0.9
14.2,10,it,0.1
14.2,11,emphasizes,0.8
14.2,12,the,0.3
14.2,13,importance,0.9
14.2,14,of,0.2
14.2,15,small,0.7
14.2,16,actions,0.8
14.2,17,and,0.2
14.2,18,their,0.8
14.2,19,potential,0.9
14.2,20,to,0.4
14.2,21,have,0.4
14.2,22,a,0.0
14.2,23,significant,0.9
14.2,24,impact,0.6
14.2,25,over,0.6
14.2,26,time.,0.8
14.2,27,In,0.1
14.2,28,the,0.5
14.2,29,"image,",0.6
14.2,30,the,0.2
14.2,31,shadows,1.0
14.2,32,of,0.2
14.2,33,four,0.7
14.2,34,people,0.8
14.2,35,are,0.7
14.2,36,cast,0.5
14.2,37,on,0.2
14.2,38,the,0.8
14.2,39,"ground,",0.8
14.2,40,suggesting,1.0
14.2,41,that,0.5
14.2,42,even,0.8
14.2,43,the,0.6
14.2,44,smallest,1.0
14.2,45,of,0.4
14.2,46,individuals,1.0
14.2,47,can,0.3
14.2,48,contribute,1.0
14.2,49,to,0.5
14.2,50,something,1.0
14.2,51,bigger.,0.7
14.2,52,This,0.7
14.2,53,idea,0.6
14.2,54,can,0.8
14.2,55,be,0.8
14.2,56,applied,0.9
14.2,57,to,0.2
14.2,58,various,0.8
14.2,59,aspects,0.7
14.2,60,of,0.1
14.2,61,"life,",0.5
14.2,62,such,0.6
14.2,63,as,0.1
14.2,64,personal,0.9
14.2,65,"growth,",0.7
14.2,66,"relationships,",0.9
14.2,67,or,0.2
14.2,68,even,0.5
14.2,69,community,0.8
14.2,70,development.,0.5
14.2,71,It,0.2
14.2,72,serves,0.7
14.2,73,as,0.2
14.2,74,a,0.1
14.2,75,reminder,0.7
14.2,76,that,0.3
14.2,77,even,0.5
14.2,78,the,0.3
14.2,79,smallest,0.7
14.2,80,actions,0.6
14.2,81,or,0.1
14.2,82,contributions,0.7
14.2,83,can,0.1
14.2,84,have,0.3
14.2,85,a,0.2
14.2,86,lasting,0.5
14.2,87,impact,0.5
14.2,88,and,0.4
14.2,89,contribute,0.6
14.2,90,to,0.1
14.2,91,the,0.1
14.2,92,growth,0.6
14.2,93,and,0.1
14.2,94,success,0.5
14.2,95,of,0.3
14.2,96,a,0.1
14.2,97,larger,0.3
14.2,98,entity,0.5
14.2,99,or,0.2
14.2,100,goal.,0.3
15.1,0,The,0.0
15.1,1,title,0.5
15.1,2,of,0.1
15.1,3,Naomi,0.7
15.1,4,Klein's,0.7
15.1,5,book,0.5
15.1,6,is,0.0
15.1,7,"""The",0.5
15.1,8,Shock,0.7
15.1,9,Doctrine:,0.8
15.1,10,The,0.5
15.1,11,Rise,0.5
15.1,12,of,0.6
15.1,13,Disaster,0.8
15.1,14,"Capitalism.""",0.7
15.2,0,The,0.1
15.2,1,title,0.7
15.2,2,of,0.3
15.2,3,NaomiKlein's,0.9
15.2,4,book,0.8
15.2,5,"""The",0.4
15.2,6,Shock,0.9
15.2,7,"Doctrine""",0.8
15.2,8,is,0.3
15.2,9,"""The",0.8
15.2,10,End,0.9
15.2,11,of,0.6
15.2,12,Employment,0.9
15.2,13,and,0.4
15.2,14,the,0.4
15.2,15,Rise,0.9
15.2,16,of,0.2
15.2,17,Disaster,0.8
15.2,18,"Capitalism.""",1.0
15.2,19,This,0.5
15.2,20,book,0.8
15.2,21,explores,0.8
15.2,22,how,0.4
15.2,23,economic,1.0
15.2,24,policies,0.8
15.2,25,have,0.7
15.2,26,become,0.8
15.2,27,increasingly,0.9
15.2,28,harmful,0.8
15.2,29,to,0.4
15.2,30,human,0.8
15.2,31,"rights,",0.8
15.2,32,social,0.6
15.2,33,"justice,",0.9
15.2,34,and,0.4
15.2,35,environmental,0.7
15.2,36,sustainability.,0.8
15.2,37,It,0.0
15.2,38,argues,0.8
15.2,39,that,0.0
15.2,40,the,0.7
15.2,41,shock,0.8
15.2,42,doctrine,0.9
15.2,43,has,0.7
15.2,44,led,0.3
15.2,45,to,0.4
15.2,46,a,0.0
15.2,47,situation,0.8
15.2,48,where,0.6
15.2,49,large-scale,0.7
15.2,50,industries,0.7
15.2,51,are,0.3
15.2,52,being,0.6
15.2,53,built,0.4
15.2,54,in,0.2
15.2,55,developing,0.8
15.2,56,countries,0.7
15.2,57,with,0.5
15.2,58,little,0.4
15.2,59,regard,0.6
15.2,60,for,0.3
15.2,61,local,0.3
15.2,62,conditions,0.7
15.2,63,or,0.0
15.2,64,social,0.4
15.2,65,implications.,0.6
16.1,0,The,0.1
16.1,1,quote,0.4
16.1,2,written,0.8
16.1,3,in,0.6
16.1,4,the,0.5
16.1,5,image,0.6
16.1,6,is:,0.2
16.1,7,"""forgive",1.0
16.1,8,yourself,0.8
16.1,9,for,0.7
16.1,10,not,0.6
16.1,11,knowing,0.8
16.1,12,what,0.6
16.1,13,you,0.5
16.1,14,didn't,0.7
16.1,15,know,0.7
16.1,16,before,0.9
16.1,17,you,0.4
16.1,18,lived,0.7
16.1,19,through,0.6
16.1,20,"it.""",0.3
16.2,0,The,0.0
16.2,1,quote,0.7
16.2,2,in,0.4
16.2,3,the,0.3
16.2,4,image,0.2
16.2,5,reads:,0.5
16.2,6,"""Forgive",0.7
16.2,7,yourself,0.9
16.2,8,for,0.1
16.2,9,not,0.3
16.2,10,knowing,0.9
16.2,11,what,0.6
16.2,12,you,0.3
16.2,13,didn't,0.7
16.2,14,know,0.2
16.2,15,before,0.9
16.2,16,you,0.4
16.2,17,lived,0.7
16.2,18,through,0.7
16.2,19,it.,0.5
16.2,20,Honor,0.7
16.2,21,your,0.7
16.2,22,path.,0.5
16.2,23,Trust,0.6
16.2,24,your,0.8
16.2,25,journey.,0.8
16.2,26,"Learn,",0.8
16.2,27,"grow,",0.7
16.2,28,"evolve,",0.7
16.2,29,"become.""",0.9
16.2,30,It,0.1
16.2,31,is,0.5
16.2,32,attributed,1.0
16.2,33,to,0.3
16.2,34,someone,0.8
16.2,35,named,0.8
16.2,36,Cinda,0.6
16.2,37,Crawford.,0.7
17.1,0,Julius,0.7
17.1,1,Kuhn-Institutt,1.0
17.2,0,The,0.2
17.2,1,full,0.2
17.2,2,name,0.8
17.2,3,of,0.4
17.2,4,this,0.4
17.2,5,Institute,0.7
17.2,6,is,0.4
17.2,7,"""Juilliard",0.9
17.2,8,"University"".",0.8
17.2,9,It,0.0
17.2,10,was,0.5
17.2,11,established,0.8
17.2,12,by,0.1
17.2,13,a,0.1
17.2,14,group,0.7
17.2,15,of,0.1
17.2,16,students,0.8
17.2,17,from,0.3
17.2,18,different,0.4
17.2,19,universities,0.6
17.2,20,and,0.4
17.2,21,"institutions,",0.8
17.2,22,including,0.6
17.2,23,Juilliard,0.6
17.2,24,School,0.9
17.2,25,of,0.2
17.2,26,"Music,",0.4
17.2,27,where,0.6
17.2,28,they,0.3
17.2,29,were,0.5
17.2,30,studying,0.8
17.2,31,music,0.4
17.2,32,theory,0.6
17.2,33,and,0.6
17.2,34,composition.,0.5
18.1,0,The,0.1
18.1,1,clock,0.5
18.1,2,on,0.2
18.1,3,the,0.4
18.1,4,building,0.6
18.1,5,shows,0.6
18.1,6,approximately,0.9
18.1,7,3:00.,0.7
18.2,0,The,0.0
18.2,1,clock,0.7
18.2,2,on,0.1
18.2,3,the,0.5
18.2,4,building,0.7
18.2,5,shows,0.8
18.2,6,12:30.,0.9
19.1,0,The,0.0
19.1,1,man,0.4
19.1,2,in,0.3
19.1,3,the,0.4
19.1,4,image,0.9
19.1,5,is,0.1
19.1,6,snowboarding,0.9
19.1,7,down,0.6
19.1,8,a,0.1
19.1,9,snow-covered,0.8
19.1,10,"slope,",0.5
19.1,11,holding,0.5
19.1,12,a,0.1
19.1,13,large,0.5
19.1,14,red,0.6
19.1,15,axe,0.6
19.1,16,or,0.5
19.1,17,a,0.2
19.1,18,long,0.7
19.1,19,stick.,0.6
19.1,20,He,0.2
19.1,21,is,0.3
19.1,22,wearing,0.8
19.1,23,a,0.6
19.1,24,plaid,0.8
19.1,25,shirt,0.9
19.1,26,and,0.5
19.1,27,appears,1.0
19.1,28,to,0.3
19.1,29,be,0.5
19.1,30,enjoying,0.9
19.1,31,his,0.4
19.1,32,time,0.9
19.1,33,on,0.3
19.1,34,the,0.7
19.1,35,snowy,1.0
19.1,36,hill.,0.7
19.1,37,It,0.2
19.1,38,is,0.7
19.1,39,not,0.8
19.1,40,common,1.0
19.1,41,for,0.5
19.1,42,snowboarders,0.9
19.1,43,to,0.4
19.1,44,carry,0.8
19.1,45,a,0.0
19.1,46,large,0.7
19.1,47,axe,0.6
19.1,48,or,0.2
19.1,49,stick,0.8
19.1,50,while,0.8
19.1,51,"snowboarding,",1.0
19.1,52,so,0.4
19.1,53,this,0.6
19.1,54,unusual,0.8
19.1,55,combination,1.0
19.1,56,of,0.4
19.1,57,snowboarding,0.9
19.1,58,and,0.2
19.1,59,carrying,0.9
19.1,60,a,0.2
19.1,61,large,0.7
19.1,62,tool,0.7
19.1,63,might,0.8
19.1,64,be,0.3
19.1,65,a,0.1
19.1,66,unique,0.8
19.1,67,aspect,0.8
19.1,68,of,0.4
19.1,69,this,0.4
19.1,70,particular,1.0
19.1,71,scene.,0.8
19.1,72,It,0.1
19.1,73,could,0.7
19.1,74,be,0.5
19.1,75,that,0.7
19.1,76,the,0.5
19.1,77,man,0.4
19.1,78,is,0.4
19.1,79,participating,0.9
19.1,80,in,0.3
19.1,81,some,0.7
19.1,82,kind,0.6
19.1,83,of,0.0
19.1,84,special,0.8
19.1,85,event,0.7
19.1,86,or,0.2
19.1,87,"demonstration,",1.0
19.1,88,or,0.0
19.1,89,perhaps,0.9
19.1,90,he,0.4
19.1,91,is,0.2
19.1,92,using,0.7
19.1,93,the,0.7
19.1,94,large,0.7
19.1,95,red,0.5
19.1,96,axe,0.2
19.1,97,for,0.2
19.1,98,a,0.1
19.1,99,specific,0.7
19.1,100,"purpose,",0.7
19.1,101,such,0.6
19.1,102,as,0.1
19.1,103,clearing,0.8
19.1,104,snow,0.6
19.1,105,or,0.2
19.1,106,providing,0.8
19.1,107,some,0.1
19.1,108,kind,0.5
19.1,109,of,0.1
19.1,110,assistance,0.6
19.1,111,during,0.5
19.1,112,his,0.4
19.1,113,snowboarding,0.5
19.1,114,adventure.,0.6
19.2,0,The,0.2
19.2,1,man,0.5
19.2,2,in,0.2
19.2,3,the,0.3
19.2,4,image,0.9
19.2,5,is,0.3
19.2,6,riding,0.9
19.2,7,skis,0.8
19.2,8,down,1.0
19.2,9,a,0.5
19.2,10,snow-covered,1.0
19.2,11,slope,0.9
19.2,12,while,0.8
19.2,13,holding,1.0
19.2,14,an,0.3
19.2,15,ax,0.6
19.2,16,in,0.5
19.2,17,his,0.4
19.2,18,hand.,0.5
20.1,0,In,0.0
20.1,1,the,0.4
20.1,2,"image,",0.6
20.1,3,|,0.2
20.1,4,can,0.6
20.1,5,see,0.5
20.1,6,a,0.3
20.1,7,variety,0.9
20.1,8,of,0.1
20.1,9,"furniture,",1.0
20.1,10,including,0.8
20.1,11,a,0.2
20.1,12,"couch,",1.0
20.1,13,a,0.1
20.1,14,"chair,",0.8
20.1,15,and,0.5
20.1,16,a,0.3
20.1,17,refrigerator.,1.0
20.1,18,The,0.3
20.1,19,couch,0.9
20.1,20,is,0.2
20.1,21,located,0.8
20.1,22,in,0.5
20.1,23,the,0.5
20.1,24,living,0.7
20.1,25,"room,",0.5
20.1,26,while,0.6
20.1,27,the,0.7
20.1,28,chair,0.5
20.1,29,is,0.2
20.1,30,positioned,0.8
20.1,31,near,0.3
20.1,32,the,0.6
20.1,33,dining,0.9
20.1,34,table.,0.5
20.1,35,The,0.4
20.1,36,refrigerator,0.9
20.1,37,is,0.1
20.1,38,situated,1.0
20.1,39,in,0.1
20.1,40,the,0.4
20.1,41,kitchen,0.9
20.1,42,area.,0.8
20.1,43,"Additionally,",1.0
20.1,44,there,0.6
20.1,45,is,0.5
20.1,46,a,0.4
20.1,47,TV,0.3
20.1,48,in,0.5
20.1,49,the,0.3
20.1,50,living,0.9
20.1,51,"room,",0.3
20.1,52,which,0.7
20.1,53,adds,0.7
20.1,54,to,0.6
20.1,55,the,0.4
20.1,56,cozy,0.5
20.1,57,and,0.8
20.1,58,functional,0.8
20.1,59,setup,0.7
20.1,60,of,0.2
20.1,61,the,0.4
20.1,62,space.,0.6
20.1,63,The,0.8
20.1,64,presence,0.9
20.1,65,of,0.4
20.1,66,these,0.7
20.1,67,items,0.6
20.1,68,indicates,0.9
20.1,69,that,0.4
20.1,70,the,0.7
20.1,71,room,0.5
20.1,72,is,0.4
20.1,73,designed,0.8
20.1,74,to,0.1
20.1,75,accommodate,0.9
20.1,76,both,0.6
20.1,77,relaxation,0.8
20.1,78,and,0.4
20.1,79,dining,0.7
20.1,80,"activities,",0.7
20.1,81,making,0.6
20.1,82,it,0.3
20.1,83,a,0.1
20.1,84,versatile,0.7
20.1,85,and,0.3
20.1,86,comfortable,0.6
20.1,87,living,0.8
20.1,88,space.,0.6
20.2,0,In,0.1
20.2,1,this,0.6
20.2,2,"image,",0.7
20.2,3,|,0.1
20.2,4,can,0.4
20.2,5,see,0.7
20.2,6,a,0.3
20.2,7,"couch,",0.8
20.2,8,a,0.0
20.2,9,"chair,",1.0
20.2,10,and,0.6
20.2,11,a,0.2
20.2,12,refrigerator.,1.0
20.2,13,The,0.2
20.2,14,couch,0.9
20.2,15,is,0.3
20.2,16,"brown,",1.0
20.2,17,and,0.1
20.2,18,the,1.0
20.2,19,chair,1.0
20.2,20,is,0.2
20.2,21,black.,1.0
20.2,22,The,0.4
20.2,23,refrigerator,0.8
20.2,24,is,0.4
20.2,25,"white,",0.8
20.2,26,and,0.3
20.2,27,it,0.4
20.2,28,is,0.4
20.2,29,placed,0.8
20.2,30,in,0.3
20.2,31,the,0.3
20.2,32,kitchen,0.7
20.2,33,area.,0.4
21.1,0,There,0.5
21.1,1,are,0.6
21.1,2,no,0.5
21.1,3,birds,0.8
21.1,4,or,0.3
21.1,5,clouds,0.8
21.1,6,visible,1.0
21.1,7,in,0.1
21.1,8,the,0.4
21.1,9,photo,0.8
21.1,10,you,0.2
21.1,11,provided.,0.8
21.1,12,The,0.4
21.1,13,image,0.9
21.1,14,shows,0.6
21.1,15,a,0.6
21.1,16,toy,0.3
21.1,17,figure,0.8
21.1,18,of,0.6
21.1,19,a,0.2
21.1,20,surfer,0.9
21.1,21,on,0.3
21.1,22,a,0.0
21.1,23,surfboard,0.9
21.1,24,against,0.8
21.1,25,a,0.0
21.1,26,clear,0.6
21.1,27,blue,0.5
21.1,28,sky.,0.7
21.1,29,If,0.2
21.1,30,you're,0.7
21.1,31,looking,0.9
21.1,32,for,0.2
21.1,33,a,0.2
21.1,34,photo,0.8
21.1,35,with,0.5
21.1,36,birds,0.7
21.1,37,and,0.5
21.1,38,"clouds,",0.8
21.1,39,you,0.3
21.1,40,may,0.8
21.1,41,want,0.4
21.1,42,to,0.3
21.1,43,try,0.2
21.1,44,a,0.2
21.1,45,different,0.7
21.1,46,image,0.7
21.1,47,or,0.0
21.1,48,specify,0.6
21.1,49,another,0.6
21.1,50,scene,0.4
21.1,51,you'd,0.5
21.1,52,like,0.4
21.1,53,to,0.5
21.1,54,see.,0.1
21.2,0,"No,",0.1
21.2,1,there,0.5
21.2,2,are,0.6
21.2,3,no,0.5
21.2,4,birds,0.5
21.2,5,in,0.4
21.2,6,the,0.3
21.2,7,image.,0.9
21.2,8,The,0.6
21.2,9,image,0.7
21.2,10,features,0.8
21.2,11,a,0.4
21.2,12,man,0.4
21.2,13,on,0.5
21.2,14,a,0.2
21.2,15,"surfboard,",0.8
21.2,16,which,0.6
21.2,17,is,0.3
21.2,18,placed,0.8
21.2,19,on,0.4
21.2,20,a,0.3
21.2,21,pole,0.8
21.2,22,or,0.2
21.2,23,a,0.0
21.2,24,"stick,",0.7
21.2,25,and,0.8
21.2,26,he,0.8
21.2,27,is,0.5
21.2,28,riding,0.9
21.2,29,it,0.3
21.2,30,in,0.4
21.2,31,the,0.6
21.2,32,air.,0.5
21.2,33,The,0.6
21.2,34,sky,0.7
21.2,35,in,0.4
21.2,36,the,0.6
21.2,37,image,1.0
21.2,38,is,0.3
21.2,39,blue,0.9
21.2,40,and,0.5
21.2,41,"cloudy,",1.0
21.2,42,but,0.5
21.2,43,there,0.8
21.2,44,are,0.9
21.2,45,no,0.5
21.2,46,birds,1.0
21.2,47,visible.,0.9
21.2,48,The,0.3
21.2,49,focus,0.6
21.2,50,of,0.4
21.2,51,the,0.6
21.2,52,image,0.8
21.2,53,is,0.0
21.2,54,on,0.5
21.2,55,the,0.7
21.2,56,man,0.6
21.2,57,and,0.6
21.2,58,his,0.5
21.2,59,"surfboard,",0.9
21.2,60,showcasing,1.0
21.2,61,his,0.4
21.2,62,skill,0.7
21.2,63,and,0.6
21.2,64,balance,1.0
21.2,65,as,0.5
21.2,66,he,0.3
21.2,67,performs,0.9
21.2,68,his,0.2
21.2,69,trick.,0.7
21.2,70,The,0.9
21.2,71,presence,0.9
21.2,72,of,0.1
21.2,73,a,0.1
21.2,74,surfboard,1.0
21.2,75,and,0.6
21.2,76,a,0.2
21.2,77,man,0.9
21.2,78,riding,0.7
21.2,79,it,0.5
21.2,80,on,0.3
21.2,81,a,0.3
21.2,82,stick,0.7
21.2,83,or,0.3
21.2,84,pole,0.5
21.2,85,suggests,0.8
21.2,86,that,0.5
21.2,87,this,0.6
21.2,88,could,0.6
21.2,89,be,0.3
21.2,90,a,0.4
21.2,91,creative,0.9
21.2,92,or,0.1
21.2,93,artistic,0.7
21.2,94,representation,1.0
21.2,95,of,0.2
21.2,96,"surfing,",0.8
21.2,97,or,0.2
21.2,98,perhaps,0.9
21.2,99,a,0.0
21.2,100,unique,0.7
21.2,101,form,0.5
21.2,102,of,0.5
21.2,103,entertainment,0.8
21.2,104,or,0.1
21.2,105,advertisement.,0.9
21.2,106,The,0.1
21.2,107,image,0.7
21.2,108,captures,0.6
21.2,109,the,0.3
21.2,110,essence,0.6
21.2,111,of,0.3
21.2,112,"surfing,",0.8
21.2,113,highlighting,0.8
21.2,114,the,0.2
21.2,115,excitement,0.8
21.2,116,and,0.1
21.2,117,thrill,0.4
21.2,118,that,0.4
21.2,119,comes,0.5
21.2,120,with,0.1
21.2,121,the,0.3
21.2,122,"sport,",0.5
21.2,123,as,0.1
21.2,124,well,0.4
21.2,125,as,0.2
21.2,126,the,0.4
21.2,127,skill,0.3
21.2,128,and,0.4
21.2,129,agility,0.6
21.2,130,required,0.6
21.2,131,to,0.4
21.2,132,perform,0.3
21.2,133,such,0.4
21.2,134,a,0.2
21.2,135,feat.,0.6
22.1,0,The,0.2
22.1,1,website,1.0
22.1,2,mentioned,0.8
22.1,3,in,0.2
22.1,4,the,0.3
