subject,n_prompt,first_response,second_response,model_preference,subject_preference,agreement_subject_model,question_order,metric_mean_abs_first,metric_mean_abs_second,entropy_shannon_first,entropy_shannon_second,entropy_conditional_first,entropy_conditional_second,alpha_asym_F3_minus_F4_first,alpha_asym_F3_minus_F4_second,bp_delta_first,bp_delta_second,bp_theta_first,bp_theta_second,bp_alpha_first,bp_alpha_second,bp_beta_first,bp_beta_second,bp_gamma_first,bp_gamma_second,psd_total_0_40_first,psd_total_0_40_second,plv_mean_weight_delta_first,plv_mean_weight_delta_second,plv_mean_weight_theta_first,plv_mean_weight_theta_second,plv_mean_weight_alpha_first,plv_mean_weight_alpha_second,plv_mean_weight_beta_first,plv_mean_weight_beta_second,plv_mean_weight_gamma_first,plv_mean_weight_gamma_second
Sub03,24,24.2,24.1,24.2,24.1,False,16,5.7389347845205655e-06,5.875310639685265e-06,4.884299338808101,4.965835625094929,3.9085612403606342,3.5822540236983142,6.47260303823711e-13,-1.1446683442065555e-12,1.0053925620634752e-11,6.875203916797358e-12,3.436553308853119e-12,2.5026054145592138e-12,7.30037888908083e-12,9.522070771668375e-12,8.114388999341828e-12,8.01874743352275e-12,5.097550416673266e-12,6.1490204420423095e-12,5.101047401005945e-11,6.04765198699168e-11,0.28853133109465057,0.3120985443070655,0.2976589373255746,0.3296146208673259,0.26082461653117667,0.2689498018391339,0.17531138139635624,0.17990895000556983,0.17241835159248206,0.1781163872673953
Sub03,26,26.2,26.1,26.2,26.2,True,17,5.752721314943173e-06,5.993421034529474e-06,4.909271482019363,4.9487200171523344,3.8392895473686073,3.2035691461235194,-9.979903657429334e-13,2.4356417728472274e-13,7.815904263727493e-12,5.335068671600442e-12,2.8142706324146405e-12,1.5802615810829058e-12,7.49492394050862e-12,8.212278455276412e-12,5.75273815051266e-12,6.826661925636077e-12,5.582829210294496e-12,6.4549033561008304e-12,5.238068105580438e-11,5.8169356618940835e-11,0.29770844824134024,0.34383928750471493,0.32429184039824593,0.32919200867883575,0.26201950971273,0.3140305680448819,0.1820719619071911,0.19839765227283754,0.1747223094947994,0.20544089034417157
Sub03,1,1.2,1.1,1.1,1.2,False,18,5.846223527063146e-06,6.43754342944148e-06,4.644688297183792,5.300244346066392,3.4076967826099285,2.6548813917636185,1.1651039255507442e-12,-3.7733410464132245e-13,6.9401853261837e-12,3.008983167144305e-12,2.0909404086197674e-12,2.0883526999851657e-12,7.492827819844966e-12,4.994163191332675e-12,5.456542488791377e-12,1.0633688972194097e-11,5.225511633254738e-12,5.380225987152591e-12,5.2391484985266786e-11,5.787210591234144e-11,0.3378071385015357,0.49607627709058394,0.3287193468441074,0.47921140921749816,0.2734230775175807,0.3985813651254883,0.18905559409181355,0.24793809130624897,0.1879130372205846,0.2755608081138034
Sub03,30,30.2,30.1,30.1,30.2,False,19,5.9861102070017055e-06,5.6855358181540526e-06,4.848166719141574,4.8832161506178595,3.108778786307359,3.3912555778893,-5.202112891108003e-12,-1.3101788117360705e-12,6.1902793422724365e-12,7.379164099412185e-12,4.9641855963793125e-12,2.9914331895286687e-12,7.878015390292652e-12,7.392265048769157e-12,7.0559042661708425e-12,6.8765710206397616e-12,5.9718586682336206e-12,5.193865521722733e-12,5.4261507136028494e-11,5.0434320565474664e-11,0.3298242385644654,0.30215934609557893,0.3852767903239397,0.3131303545614494,0.30962547378616173,0.2960588447704069,0.19175583116876416,0.19029647162661906,0.19057694492061764,0.19682670299535215
Sub03,21,21.2,21.1,21.2,21.2,True,20,5.80337668861212e-06,5.873933544902483e-06,4.977417757213553,5.2407191237064925,3.8747391973314707,3.227615430893728,-2.114105275434296e-12,-5.420252711005696e-13,5.310056865220196e-12,5.418117669962497e-12,2.0751398446871715e-12,2.114129866994246e-12,5.196331400178365e-12,4.410646556835706e-12,4.661429056542969e-12,3.802641944369179e-12,5.7064605334957235e-12,6.367430545736473e-12,4.627546815980093e-11,4.48496937010799e-11,0.32087510543010966,0.37931350318694224,0.3070636519365509,0.3902619935622374,0.2924336725334196,0.29062323232469217,0.18499089624057763,0.20154028201747118,0.1813549708220469,0.2220967209247253
Sub03,25,25.2,25.1,25.2,25.2,True,21,5.780980436363674e-06,5.811651907841659e-06,4.99832886133416,4.951793993588973,3.852054518397947,3.9162601356392104,-1.150939921060917e-12,1.408738405647411e-12,9.91718860508505e-12,8.024586279352127e-12,2.032839869433047e-12,2.0776701180815886e-12,1.1720562571326754e-11,1.3223503570870128e-11,6.92165895833426e-12,8.294516059908812e-12,6.1863018934636344e-12,6.26551441513056e-12,5.8083411064452775e-11,6.092339219752122e-11,0.3199982720556932,0.30246115777239824,0.295793711623709,0.30259923939735783,0.27360100540345583,0.28115341934516674,0.1717935870488706,0.17539811353110626,0.16455959375241913,0.16594679876854598
Sub03,4,4.1,4.2,4.2,4.1,False,22,5.8605834362358935e-06,6.079434221935206e-06,4.959952651841978,4.85781958328625,3.6374281004450473,3.0824136027359206,-3.5592183160486356e-12,1.2576568216267998e-12,7.479762107398109e-12,8.088529501886371e-12,3.017475462937114e-12,4.687993317764944e-12,7.983270393230231e-12,6.168816599955066e-12,9.450162211237527e-12,8.352687395465733e-12,6.247687552096953e-12,4.9010839146272636e-12,5.946001949257659e-11,5.406327161395082e-11,0.32381779299241287,0.3178430147878086,0.3180759962974382,0.35627098648118644,0.2795066962615849,0.3335129572268949,0.18749407257961648,0.21270680032529587,0.17761707854958717,0.20744844267017853
Sub03,20,20.2,20.1,20.2,20.2,True,23,5.892472532799879e-06,6.122456603640389e-06,5.060725168279713,4.584231285776231,3.423545118158639,3.5533589493203595,1.0500697613313594e-12,-1.8384876655126023e-12,3.468804821141399e-12,3.5813242239748804e-12,1.6134763692754891e-12,2.480264461199021e-12,9.928695834327305e-12,4.616465784096979e-12,6.999889936754327e-12,6.766622130172142e-12,5.306883605206243e-12,6.135397461633433e-12,5.6167393929021467e-11,6.37644681501938e-11,0.3055575437713911,0.2908648900686735,0.33286145510408266,0.34137285737619055,0.29678048215301467,0.2805401373437636,0.19884870037829555,0.1831826497611761,0.1825391319543893,0.18224053052486994
Sub03,14,14.1,14.2,14.1,14.2,False,24,5.847068506279022e-06,5.78941677066434e-06,4.901015797291887,4.813243869811555,3.883148410915149,3.6995854351654565,3.9307291659875664e-12,-1.240027323295693e-13,5.9008154948556896e-12,5.50518003577213e-12,3.604660945938098e-12,1.7318824193293084e-12,1.3395966230286565e-11,6.1504510467073e-12,8.342961402927341e-12,6.343921384793329e-12,4.1717951748037685e-12,5.442823485368346e-12,5.947600883825923e-11,5.364416288869451e-11,0.27961846841254656,0.33140657505254145,0.29448394160380525,0.3032557051268749,0.27349484338071467,0.27844332424751805,0.18697492283676465,0.1910123365533142,0.16447925700930105,0.1685292969797081
Sub03,9,9.1,9.2,9.2,9.2,True,25,5.865933691594706e-06,6.031997369939227e-06,4.907694373686688,4.765064564045241,3.760652739368396,3.450902275551741,-3.3278116662424267e-12,-5.644737873076018e-14,8.655918247643317e-12,6.241395417847835e-12,2.3310105150389724e-12,2.998524346879423e-12,1.1441752292856932e-11,8.43953091108675e-12,7.549259162675912e-12,7.819606133662054e-12,3.3914449572501694e-12,6.2368434142783485e-12,7.455524622158228e-11,5.493032063106354e-11,0.3149930540449579,0.30301290744832193,0.3227543771021808,0.31495024400857463,0.29498947279273363,0.28288229425589007,0.1882530865139769,0.18779604537954675,0.17074362006954596,0.18131832258182703
Sub03,22,22.1,22.2,22.2,22.2,True,26,5.7812340244078485e-06,6.816271704632571e-06,4.848761539606899,5.261746899176496,3.3605160803865863,2.73972909578168,2.423257932345477e-12,-5.688455253360882e-13,1.0789361539221617e-11,1.0452215541930176e-11,2.227273212305653e-12,1.5956083987794847e-12,5.522715627564481e-12,6.151657982483987e-12,4.711230450461105e-12,1.0812411323103817e-11,5.327779820199111e-12,4.974954216954722e-12,4.9132957328910415e-11,6.68367038123395e-11,0.3039183009577085,0.47266727052294855,0.3460767904817935,0.4482005119794115,0.29279789198371153,0.3816563244510605,0.19095472630482035,0.2519965860083165,0.1930840170384044,0.27642145436075166
Sub03,29,29.2,29.1,29.1,29.1,True,27,6.305758434145722e-06,6.539353555667681e-06,4.90176823658841,5.1848532517190895,3.2032171048103355,2.7847987774496215,-4.0112371387585066e-12,-2.3749783261973794e-12,1.0519807972367985e-11,5.370905021042404e-12,1.7690176044033709e-12,5.0690891995177595e-12,3.9339130914917825e-12,4.083345686787788e-12,4.9791048121472786e-12,5.263146998881169e-12,4.944710552734365e-12,3.722450071328773e-12,5.7409417461013e-11,4.87758081314759e-11,0.3908421927811292,0.47783429460807153,0.33628378494155975,0.36652525846462897,0.28751056392843266,0.3669802662603296,0.20409854712052503,0.24639368638472514,0.19845373681732587,0.24934249914789938
Sub03,8,8.2,8.1,8.2,8.2,True,28,6.052230970563724e-06,6.089227363944149e-06,4.9277859773144765,4.765197685117084,3.222902055677641,3.524539726801165,-7.002147791692093e-12,-1.1700349543486703e-12,4.641417331598618e-12,8.352695670098535e-12,2.6944202790826783e-12,2.130595549430929e-12,5.931078213239955e-12,7.474243363052464e-12,7.831242760544442e-12,6.847581092346221e-12,4.7843520076980145e-12,6.573225929523767e-12,5.101453190036098e-11,5.685788937871985e-11,0.33333425120283505,0.2929316083253047,0.3261308142543992,0.32183173756134625,0.343477775450794,0.30092833324052304,0.2087114292176859,0.18410225397250363,0.19241347963019648,0.19058562299708723
Sub03,17,17.2,17.1,17.1,17.2,False,29,6.217290489680247e-06,6.6115451227661186e-06,4.871630036769092,5.147338462778033,3.122826175179834,2.7208480572594693,-4.709180765297002e-13,-3.3842930121558024e-12,6.693656329057355e-12,8.032617691356582e-12,3.231794533769194e-12,1.96064987775643e-12,4.937648167301147e-12,5.465963130270808e-12,3.903907220639952e-12,3.832700573572674e-12,5.279292613157079e-12,6.5671239035970226e-12,5.278528458609755e-11,5.4101911293481423e-11,0.3190643604293409,0.5643776910532742,0.32408101865239247,0.40772429679322186,0.31449219031748066,0.40647571983567377,0.20412996486461404,0.26347634574821976,0.20229502740745858,0.2743892158301679
Sub03,3,3.2,3.1,3.1,3.1,True,30,6.241158937897474e-06,6.466874803768625e-06,4.111259423995026,4.857538952496491,3.45789252655313,3.8805090849497237,-2.3782274373943036e-12,2.4209695740599194e-12,3.622519933572585e-12,7.232285763676517e-12,2.7078886321915273e-12,4.099156068785595e-12,4.802480429288773e-12,5.581722590515728e-12,3.529831759823955e-12,4.291327819481908e-12,3.81522998147847e-12,4.690646660911788e-12,4.62109143494913e-11,6.402088337791122e-11,0.2920996732728255,0.27402795510149847,0.3550893072624969,0.2943891875423328,0.29018122527575735,0.27913128997278625,0.19165962975809966,0.17718200496956102,0.2049908405054597,0.18448487584790882
Sub04,5,5.1,5.2,5.1,5.2,False,1,7.013274608021046e-06,7.868335596840382e-06,4.9743832204189395,5.241061673513945,3.9536019753778566,3.738926841553451,1.1171223917821068e-12,-1.0084265811868712e-12,5.565610387867255e-12,1.091611634764858e-11,2.5929816675214394e-12,3.98355603807988e-12,3.0022790915466926e-12,2.9484624941438835e-12,7.966955034541493e-13,1.0623059407657323e-12,1.431261261700748e-12,7.59160219914683e-13,2.1014110048552395e-11,2.2841481519935626e-11,0.41314223176668546,0.3990674134270709,0.3214945289539207,0.3350219332133928,0.3194888850863134,0.32827450626067634,0.2600603717835808,0.25287644839185397,0.23222525482382012,0.2311055805137708
Sub04,25,25.2,25.1,25.2,25.2,True,2,7.874260914500842e-06,7.582902488178608e-06,4.719231752923769,5.103909666714981,4.114080300967727,4.242787750288779,1.890591412976246e-12,7.955221648178391e-13,8.054465612420576e-12,1.7714487390376935e-11,2.802781942007252e-12,4.4478002994353045e-12,3.833129283733832e-12,3.438213179560829e-12,8.048294306469394e-13,1.281461578352413e-12,1.0934754515417034e-12,7.805221353649529e-13,2.0196104945730398e-11,3.925841519611097e-11,0.42440344864991925,0.4259702427907532,0.34911725682449685,0.3367449170464149,0.32608418980072895,0.3133500414217741,0.25951023813428925,0.2563085717685242,0.23135977227917784,0.2232613263856651
Sub04,22,22.2,22.1,22.2,22.1,False,3,5.771929600641355e-06,7.032590780852219e-06,5.387965532368444,5.13982106935199,3.389960995114127,3.7185965735782744,2.3299602752316878e-12,8.268964372895613e-13,7.911705541121569e-12,1.5931973861879148e-11,2.625042197956558e-12,2.5315686245652713e-12,2.1352932323772965e-12,2.840372377109327e-12,8.114146292330957e-13,1.3304074969746878e-12,1.0937292880001805e-12,1.6807341327543285e-12,1.779657579477522e-11,2.987587709240156e-11,0.39291084632749657,0.4468591131015943,0.3553365244855055,0.33870484661294137,0.33988548220292825,0.36128906726302673,0.2542482741510014,0.2536461745317234,0.25038175282273123,0.24957760721062075
Sub04,3,3.1,3.2,3.1,3.2,False,4,8.256880795229096e-06,6.412245826132781e-06,5.219169854874927,5.077147049733529,4.040974081552085,3.5726822375328373,4.604917953145726e-12,4.4759022944535933e-13,3.807497422462809e-11,1.048422358287735e-11,6.596765111018605e-12,4.194320457584002e-12,2.9960068599009324e-12,3.832650674959483e-12,1.0928404949102227e-12,9.929966008553336e-13,8.348249333320768e-13,1.1216900962539122e-12,6.472862141664015e-11,2.6246719139327562e-11,0.4281501918065719,0.46133068413795486,0.34366799359095795,0.3594441789781882,0.32061612418866847,0.32709278280621673,0.2700242744727735,0.26925585344757563,0.23994027978359578,0.22961607038125992
Sub04,1,1.1,1.2,1.1,1.1,True,5,5.785652530211558e-06,6.482198418551772e-06,5.743042990585061,4.957831926867095,2.9877661943572784,3.8170211572054695,1.3105214632791683e-11,-1.1188349651411498e-12,1.2959288437089666e-11,6.4365503078459485e-12,3.456028637007107e-12,2.785596969527476e-12,2.6202089276293588e-12,3.3740562822583186e-12,9.329990434077074e-13,1.0592973929996352e-12,1.1184850429051333e-12,8.633804251931875e-13,2.516795535817795e-11,1.848199144516553e-11,0.4941093283432213,0.4023247593524487,0.3765811315163695,0.3500808170432983,0.40237188051458883,0.32036578264577703,0.2772433282649828,0.25480707470743874,0.27718269837460985,0.23010204128385348
Sub04,19,19.1,19.2,19.1,19.1,True,6,8.15331197445371e-06,5.69778122050135e-06,4.221818369385046,4.960524753917322,3.891676812110954,3.2861507025913035,-8.582323253259817e-13,3.529474614947653e-12,9.801015974319166e-12,6.4526522521724175e-12,2.2141296320860384e-12,1.9240502911353144e-12,4.61166982026422e-12,5.864139866998019e-12,1.2266891770933128e-12,1.568463719880785e-12,9.281460803401286e-13,8.827712813941621e-13,2.0750766963277995e-11,2.1342580302263005e-11,0.44772399897961407,0.3970984926486775,0.3498427926988572,0.3581627254705834,0.33363334712963116,0.3708891915217503,0.2574146930072278,0.2693445174396715,0.22836283972584445,0.2368177932768645
Sub04,9,9.1,9.2,9.2,9.1,False,7,6.91550227435898e-06,7.878654544343442e-06,5.052545680680108,5.305000617349535,3.728059329147439,3.690354576215289,-1.5432361934442778e-13,6.378710081948494e-13,1.0540693317018875e-11,1.1132671146830987e-11,1.2093509965720974e-12,2.7355016225857e-12,3.5101734793334427e-12,2.708056297114834e-12,1.1400434591292728e-12,8.576961308061704e-13,8.645121969390255e-13,1.070505351570471e-12,2.2324962252798737e-11,2.3402343297257492e-11,0.40666704356373007,0.44270703833078107,0.3169372665858678,0.34091675370264984,0.33377361869891203,0.33272641650907375,0.27288720374177516,0.28185989884498464,0.24076636749034924,0.24762545984353107
Sub04,30,30.1,30.2,30.1,30.1,True,8,9.705938729768825e-06,7.484159438538494e-06,5.443782228421024,5.123530302770402,3.542025906837213,3.519310386643287,-3.1772066980082126e-12,4.4693252809659125e-13,6.029857101386504e-11,2.23694705612315e-11,5.6210304328957905e-12,3.679342248761049e-12,1.5241106473158577e-12,3.0650316090866275e-12,1.152759040402425e-12,1.2563660846587574e-12,7.250753498998458e-13,5.496567652515072e-13,9.459199324191831e-11,3.688107058637178e-11,0.5169464758526991,0.4305954894691191,0.3578279471437639,0.3684539487907091,0.321479353292769,0.3411594112076576,0.28681706069434204,0.29034764815770114,0.2559122694163253,0.2426005660735402
Sub04,15,15.1,15.2,15.1,15.1,True,9,8.501758173852137e-06,7.90303806121203e-06,5.714202302721737,5.115238049549047,3.401282993397265,4.204667572600044,-3.2124658766466843e-13,1.6935664173194297e-12,1.596067014230327e-11,2.642093882130007e-11,2.6888202909456528e-12,3.4293378156713987e-12,3.0554191520030855e-12,1.8983501711367567e-12,9.283565164013363e-13,9.656551168236688e-13,6.125398869674168e-13,1.09244821858743e-12,3.200981880222892e-11,4.280631568321792e-11,0.5370143155876379,0.4432005446839281,0.4072832168210409,0.34577676167944565,0.41707978292550285,0.3232529965698996,0.28280951831805706,0.27365939676785384,0.25729402199300533,0.23909317167627414
Sub04,23,23.1,23.2,23.2,23.1,False,10,7.819843041526483e-06,6.995758668107123e-06,5.309892514317846,5.1408506509408936,3.991226635985087,3.5746362227824786,-6.987344496170117e-13,-1.5413388190658391e-12,1.0120653693623378e-11,1.3584479512273e-11,2.122305870208e-12,1.916493847204305e-12,4.02801630327448e-12,3.174370929632959e-12,8.307382638194283e-13,8.910562980644379e-13,8.187990730394479e-13,6.862045098297862e-13,2.0882181428072502e-11,2.249344040296292e-11,0.45438770931446365,0.4181949994235089,0.34629781633816614,0.3490356987943764,0.3311034527965224,0.3734879675219219,0.2713362896450181,0.2728097342912864,0.2278573494848433,0.23883700344824704
Sub04,17,17.2,17.1,17.1,17.2,False,11,8.51322292195486e-06,4.131141844162845e-06,5.287188516499876,5.600200086787581,3.7062196393583418,3.1208077160723446,4.984330213268668e-13,-7.934203330702248e-13,2.9095236186187827e-11,5.416890946376936e-12,4.68300347698695e-12,2.1760196867181254e-12,2.6275984737761255e-12,2.31967420885714e-12,8.277507302862603e-13,8.38382879776351e-13,7.700967134580604e-13,8.55179758972189e-13,4.979927163892312e-11,1.6902746957718014e-11,0.4936599575354724,0.3504986820127598,0.3839191467761852,0.3783270258831333,0.3722889417812388,0.3707388369806463,0.2677849092485472,0.28146117528720915,0.2337241134545493,0.2631891072637116
Sub04,13,13.1,13.2,13.2,13.2,True,12,4.366893541748721e-06,7.62247611458445e-06,5.5409927227747815,5.029702518652107,2.812417038465505,4.056185642524396,1.7958698141815419e-12,6.148668274574898e-13,7.634386981744094e-12,1.6020532513481345e-11,1.6471762089974427e-12,4.336362752733768e-12,2.7406589017034706e-12,4.042253598323356e-12,6.837342643905528e-13,1.2194155292704234e-12,5.83367347056286e-13,1.066800179065298e-12,1.6359894714011282e-11,3.1111860333796184e-11,0.40809240183930684,0.4449047876807812,0.3783063798821007,0.348373977497479,0.4110832131415963,0.3411880547767093,0.26768839161306224,0.2621972342627352,0.2601611522190747,0.22374431961615893
Sub04,18,18.1,18.2,18.2,18.1,False,13,5.610085945742287e-06,4.487053499381875e-06,5.750843523274529,5.6110099001573435,3.0822686340062457,2.554013979281204,2.2535388685947837e-12,1.2829322692764495e-13,1.564618219224908e-11,1.074316273383706e-11,4.585940234924357e-12,2.9149066842133395e-12,2.4312406227290714e-12,2.5101478551742927e-12,1.5220976829386795e-12,1.0755841123594145e-12,5.387437271591427e-13,6.121076081032143e-13,3.265085408773551e-11,2.1202972928180275e-11,0.520073939041655,0.42670225406826645,0.38112884803041414,0.40517267408792235,0.37664724161830293,0.4214915707657863,0.31725519071668257,0.3181960568573565,0.23701812684521956,0.3049341875539575
Sub04,2,2.2,2.1,2.2,2.2,True,14,7.517204143356689e-06,6.702208098803199e-06,5.542894777685615,5.106919108029835,3.265300733121813,3.5723449864218164,4.066716310391434e-13,5.009967233669671e-15,1.488489930525021e-11,4.626185616138939e-12,2.8193157743923128e-12,1.914789972626918e-12,2.082525654825554e-12,2.8150994045512164e-12,9.066094972143094e-13,9.178754674495668e-13,5.984102756018599e-13,6.614793551484444e-13,2.6488230460661122e-11,1.3994632757167865e-11,0.4336592755491,0.4342469759879709,0.42902662498377225,0.36479052376869964,0.4019135491312217,0.3324758406710913,0.26497010508359914,0.2831613383230592,0.2377653883362508,0.23247013656974566
Sub04,29,29.1,29.2,29.1,29.2,False,15,4.016943904172945e-06,6.7510362626817885e-06,5.597534822530088,5.459687590276946,2.6449601695329275,3.2136221733041137,-3.229501391428823e-13,3.5981388191289507e-13,1.2863118462314635e-11,1.3864649366196208e-11,2.413911925849528e-12,2.9036236078715195e-12,1.3628228645695943e-12,2.985113243405586e-12,9.019948960055752e-13,8.387631930389756e-13,7.125815812184383e-13,7.57068169792621e-13,1.646495325078796e-11,2.518853379830765e-11,0.38832247638533945,0.47312548266194815,0.3663870226074273,0.43165630940448,0.39298660745604475,0.3444605180970691,0.287878064093357,0.27786313524707346,0.2703036627931497,0.2650470639622881
Sub04,12,12.2,12.1,12.1,12.2,False,16,7.045358482242265e-06,6.8406452348319665e-06,4.987319563743282,5.661479237969704,3.9555822837547385,3.170963867627344,-5.701518098321755e-13,2.5205646442575767e-12,1.4125727426839167e-11,1.5696978582085803e-11,1.970072707901213e-12,1.6733378306447703e-12,2.7985422682233564e-12,1.8635051887359755e-12,7.264784263903202e-13,1.0827713793441743e-12,6.985621690780782e-13,7.679597034427244e-13,2.382936153790627e-11,2.1810195350543566e-11,0.436015910870229,0.5497495061434003,0.33745492611151906,0.41165903809702603,0.3368865945180213,0.3905262995240038,0.2714850576936326,0.3116669325971923,0.22866966435168232,0.275789249843488
Sub04,4,4.1,4.2,4.2,4.1,False,17,7.609635774725218e-06,7.754319290714198e-06,5.125099280160857,5.110358616380861,4.035143057616628,4.14710892100048,-1.1428452475362335e-13,2.4253045812776344e-13,1.3282454653877824e-11,7.282020596229815e-12,3.1577425434666776e-12,2.119772108550592e-12,2.229686482619486e-12,3.1846209362012367e-12,1.1163747007604578e-12,1.1672898559701162e-12,5.026216954509376e-13,8.026470910506029e-13,2.5342448169730477e-11,1.940761668860964e-11,0.47577853368510065,0.4250637761823279,0.34305830609019006,0.35388451015227224,0.3569679728177568,0.33091720476586206,0.26600898079890367,0.2777579044172997,0.22285690855412862,0.23354659094551425
Sub04,16,16.1,16.2,16.1,16.2,False,18,8.600689531655822e-06,7.532400817247599e-06,5.36021796059236,5.28539425630215,3.294787616955178,3.121447661319077,-3.8822887694481504e-12,-3.553598559881405e-12,2.8777961430711916e-11,2.502279673502181e-11,3.8265019525009796e-12,3.398152122116961e-12,2.8327526347761237e-12,4.2511850471078435e-12,8.300748669139174e-13,1.0679417921895193e-12,4.85263506944272e-13,5.34873783539557e-13,4.7811037285546636e-11,4.61723203491972e-11,0.4857157169723372,0.5023762686613937,0.4000180267464469,0.3697662622762419,0.3789904991384697,0.3457636757408367,0.2818214911898767,0.29315336820606086,0.24466419688045407,0.2631383129752707
Sub04,20,20.1,20.2,20.2,20.1,False,19,8.278343548453055e-06,7.292044108181216e-06,5.2479400148019035,5.454589759779992,4.039492523150427,3.2837524693146993,5.547573492784691e-13,-9.625890231494444e-13,8.00913432072988e-12,1.0899221379102893e-11,2.656274397903547e-12,1.7556675376485505e-12,3.091430002521466e-12,3.05831567194806e-12,1.4057356877134239e-12,1.5291795771111244e-12,6.255919810576721e-13,1.587916806419238e-12,2.0467084066867402e-11,2.5862642134073216e-11,0.4702737915692411,0.39984451802944804,0.3543369517085341,0.3914685354194766,0.3538693683656679,0.4108226246266171,0.2851075813959731,0.2827892647181376,0.24246211817432553,0.2680813999857126
Sub04,27,27.2,27.1,27.1,27.1,True,20,8.168833416462736e-06,8.692265067977403e-06,5.240631502352901,5.401458001569297,4.030016952328918,3.6583102959916776,1.1705600771490183e-12,-2.4670344962122746e-12,7.816827303468682e-11,1.6424166459815654e-11,6.698687106839962e-12,3.4501072753400215e-12,2.4210258778218954e-12,3.229651956231513e-12,1.088228315426976e-12,2.023960518114136e-12,6.519807202542348e-13,5.341323557566947e-13,1.2081966284142738e-10,3.174940250172495e-11,0.4460430553145668,0.4993178637430321,0.37365593032363476,0.3743362810375213,0.37852458246573784,0.345464687629382,0.2713734684298762,0.2846567782395591,0.23211676541637316,0.23043759556064064
Sub04,28,28.1,28.2,28.2,28.2,True,21,8.005625043600255e-06,7.287567110713209e-06,5.1519055755124565,5.615972124916612,3.714159431712606,2.9746088419950576,-1.5990125439269425e-12,-2.728507399147622e-13,2.4502977972930078e-11,1.1204023114745793e-11,7.262533463907693e-12,2.120914419493138e-12,2.691653881076822e-12,2.242317313654244e-12,9.207744667599768e-13,1.1285605785627425e-12,8.844219769042168e-13,7.663373901122602e-13,4.6355439598238745e-11,2.1175814167446988e-11,0.4745918503292482,0.5290887912801873,0.36838279001971813,0.41129109759521654,0.35663935721075163,0.3675338845710937,0.2765329867059588,0.2985407964786863,0.24257333568706932,0.24484910810957297
Sub04,10,10.2,10.1,10.1,10.2,False,22,1.0091721666940212e-05,9.492505570145098e-06,5.529954616690693,5.458270796382828,3.707835502960279,3.8666860727611403,-9.750472623541965e-13,4.58421740610283e-13,2.5266658171095715e-11,4.78264203339411e-11,3.464710760619343e-12,6.0342476399256085e-12,3.199542995306573e-12,4.461703973936172e-12,9.381377760301353e-13,1.4055954281399305e-12,6.870081757140769e-13,5.246187037615958e-13,4.403634954033014e-11,8.123406212874052e-11,0.4852198981788486,0.48860251799631443,0.38411394531221305,0.3834516608410722,0.36785997266764453,0.37869925766228857,0.28660813175432576,0.2830856587436327,0.2459651464864289,0.225438605186386
Sub04,6,6.2,6.1,6.1,6.1,True,23,7.846760925868741e-06,8.21645806053269e-06,5.3761833750494326,5.332199551816898,3.749337003959692,3.7136459289907524,1.0478939320125987e-12,1.6561725403928587e-12,1.3412889183785007e-11,1.727278737905365e-11,3.5323974153034875e-12,6.2049181648078e-12,2.460009496143668e-12,1.9873687514105416e-12,8.906221864954868e-13,1.0039183898256941e-12,4.0640963642351367e-13,3.9384115917593657e-13,2.2954653645952662e-11,3.2819275272030117e-11,0.43494571191134246,0.46254883545176917,0.37202447127890853,0.3486484112684528,0.3421879031692911,0.33646798727332017,0.27862498990232604,0.2763182510101614,0.22839695249159384,0.22302340938575063
Sub04,11,11.2,11.1,11.2,11.1,False,24,7.676445532217118e-06,5.120239166676395e-06,5.6803548652260965,5.699784493799258,2.93541841047071,2.9946954679628153,1.497648190644674e-12,9.355071728259863e-13,1.3765680514656156e-11,1.05861416684056e-11,1.4488644881058883e-12,2.2224305960255193e-12,3.6071802958115097e-12,3.5279304218758783e-12,8.666692465411539e-13,1.0312997014125576e-12,5.870750206565304e-13,4.402967959496019e-13,2.121913752668012e-11,2.125163820513364e-11,0.49850081068592156,0.3872998714849458,0.4458948350807041,0.3922492158141112,0.4603600124053079,0.3677888142477824,0.29303892429979556,0.2836922918298552,0.2614959202740941,0.26276387533227585
Sub04,21,21.1,21.2,21.2,21.1,False,25,7.456359874231603e-06,7.395529199994928e-06,5.193131140387957,4.99809163826903,3.5700993986932654,4.351576059884156,-1.8716357504743875e-12,1.0593066616913126e-12,8.025988131710923e-12,8.063425392897664e-11,4.243084150560421e-12,9.81252043496571e-12,3.680590362950127e-12,1.2805075250996716e-12,9.659601700818653e-13,9.83191815482267e-13,6.928506459871348e-13,6.152392972010095e-13,1.9137923741554625e-11,1.2685858438946274e-10,0.42367859833235755,0.40006898177524103,0.3403400510082752,0.33655580489766623,0.36004658092765524,0.32955770523445665,0.2795145693435069,0.27418141838769494,0.24349525633476932,0.2240728690997741
